name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-3095,NO,1,0,0,0,0,0,0
GENE-3096,NO,1,14,9,7,10,6,3
GENE-3097,NO,1,0,0,0,0,0,0
GENE-3098,NO,1,211,188,249,274,207,242
GENE-3099,NO,1,0,0,0,0,0,0
GENE-3100,NO,1,0,0,0,0,0,0
GENE-3101,NO,1,4,2,7,1,3,6
GENE-3102,NO,1,0,0,0,0,0,0
GENE-3103,NO,1,204,228,226,241,276,253
GENE-3104,NO,1,0,0,0,0,0,0
GENE-3105,NO,1,301,259,270,420,313,281
GENE-3106,NO,1,0,0,0,0,0,0
GENE-3107,NO,1,0,0,0,0,0,0
GENE-3108,NO,1,0,0,0,0,0,0
GENE-3109,NO,1,0,0,0,0,0,0
GENE-3110,NO,1,0,0,0,0,0,0
GENE-3111,NO,1,0,0,0,0,0,0
GENE-3112,NO,1,53,3,59,55,11,0
GENE-3113,NO,1,0,0,0,0,0,0
GENE-3114,NO,1,0,0,0,0,0,0
GENE-3115,NO,1,0,0,0,0,0,0
GENE-3116,NO,1,0,0,0,0,0,0
GENE-3117,NO,1,33,20,32,30,31,35
GENE-3118,NO,1,0,0,0,0,0,0
GENE-3119,NO,1,0,0,0,0,0,0
GENE-3120,NO,1,0,0,0,0,0,0
GENE-3121,NO,1,0,0,0,0,0,0
GENE-3122,NO,1,0,0,0,0,0,0
GENE-3123,NO,1,10,18,13,12,20,4
GENE-3124,NO,1,0,0,0,0,0,0
GENE-3125,NO,1,17,30,20,18,26,20
GENE-3126,NO,1,0,0,0,0,0,0
GENE-3127,NO,1,0,0,0,0,0,0
GENE-3128,NO,1,0,0,0,0,0,0
GENE-3129,NO,1,0,0,0,0,0,0
GENE-3130,NO,1,4655,3166,2572,5355,6031,4914
GENE-3131,YES,1,0,0,0,0,0,0
GENE-3132,NO,1,0,0,0,0,0,0
GENE-3133,NO,1,0,0,0,0,0,0
GENE-3134,NO,1,0,0,0,0,0,0
GENE-3135,NO,1,0,0,0,0,0,0
GENE-3136,NO,1,0,0,0,0,0,0
GENE-3137,NO,1,0,0,0,0,0,0
GENE-3138,NO,1,36,49,28,37,34,46
GENE-3139,NO,1,0,0,0,0,0,0
GENE-3140,NO,1,0,0,0,1,0,0
GENE-3141,NO,1,279,231,238,201,247,314
GENE-3142,NO,1,0,0,0,0,0,0
GENE-3143,NO,1,0,0,0,0,0,0
GENE-3144,NO,1,0,0,0,0,0,0
GENE-3145,NO,1,1051,2937,2744,1315,1665,3187
GENE-3146,NO,1,0,0,0,0,0,0
GENE-3147,NO,1,0,0,0,0,0,0
GENE-3148,NO,1,0,0,0,0,0,0
GENE-3149,NO,1,0,0,0,0,0,0
GENE-3150,NO,1,116,144,91,123,146,143
GENE-3151,NO,1,0,0,0,0,0,0
GENE-3152,NO,1,3,0,0,1,2,1
GENE-3153,NO,1,200,226,168,295,221,207
GENE-3154,YES,1,0,0,0,0,0,0
GENE-3155,NO,1,0,0,0,0,0,0
GENE-3156,NO,1,3,4,2,1,0,1
GENE-3157,NO,1,57,46,42,52,57,47
GENE-3158,NO,1,21,24,15,13,16,12
GENE-3159,NO,1,0,0,0,0,0,0
GENE-3160,NO,1,0,0,0,0,0,0
GENE-3161,NO,1,20,18,4,18,16,18
GENE-3162,NO,1,93,89,59,99,82,91
GENE-3163,NO,1,0,0,0,0,0,0
GENE-3164,YES,1,0,0,0,0,0,0
GENE-3165,NO,1,0,0,0,0,0,0
GENE-3166,NO,1,54,58,51,43,50,48
GENE-3167,NO,1,17,26,21,22,24,17
GENE-3168,NO,1,0,0,0,0,0,0
GENE-3169,NO,1,0,0,0,0,0,0
GENE-3170,NO,1,0,0,0,0,0,0
GENE-3171,NO,1,0,0,0,0,0,0
GENE-3172,NO,1,0,0,0,0,0,0
GENE-3173,NO,1,525,405,467,291,212,558
GENE-3174,NO,1,0,0,0,0,0,0
GENE-3175,NO,1,438,402,180,192,242,289
GENE-3176,NO,1,0,0,0,0,0,0
GENE-3177,YES,1,0,0,0,0,0,0
GENE-3178,NO,1,0,0,0,0,0,0
GENE-3179,NO,1,0,0,0,0,0,0
GENE-3180,NO,1,0,0,0,0,0,0
GENE-3181,NO,1,864,836,1182,859,855,843
GENE-3182,NO,1,50,52,29,13,55,58
GENE-3183,NO,1,0,0,0,0,1,0
GENE-3184,NO,1,1,0,0,1,0,1
GENE-3185,NO,1,0,0,0,0,0,0
GENE-3186,NO,1,0,0,0,0,0,0
GENE-3187,NO,1,602,634,589,681,681,644
GENE-3188,NO,1,129,177,221,377,182,323
GENE-3189,NO,1,0,0,0,0,0,0
GENE-3190,NO,1,0,0,0,0,0,0
GENE-3191,NO,1,0,0,0,0,0,0
GENE-3192,NO,1,0,0,0,0,0,0
GENE-3193,NO,1,0,0,0,0,0,0
GENE-3194,NO,1,219,525,119,111,30,114
GENE-3195,NO,1,71,62,56,75,48,87
GENE-3196,NO,1,0,0,0,0,0,0
GENE-3197,NO,1,13,6,15,9,7,6
GENE-3198,NO,1,9,3,4,5,6,7
GENE-3199,NO,1,0,0,0,0,0,0
GENE-3200,NO,1,0,0,0,0,0,0
GENE-3201,NO,1,0,0,0,0,0,0
GENE-3202,NO,1,0,0,0,0,0,0
GENE-3203,NO,1,0,0,0,0,0,0
GENE-3204,NO,1,65,88,89,97,55,53
GENE-3205,NO,1,0,0,0,0,0,0
GENE-3206,NO,1,0,0,0,0,0,0
GENE-3207,NO,1,0,0,0,0,0,0
GENE-3208,NO,1,148,125,121,167,187,125
GENE-3209,NO,1,0,0,0,0,0,0
GENE-3210,NO,1,9,10,13,11,6,4
GENE-3211,NO,1,0,0,0,0,0,0
GENE-3212,NO,1,137,105,98,106,96,87
GENE-3213,NO,1,0,0,0,0,0,0
GENE-3214,NO,1,0,0,0,0,0,0
GENE-3215,NO,1,0,0,0,0,0,0
GENE-3216,NO,1,25,31,28,24,24,17
GENE-3217,NO,1,0,0,0,0,0,0
GENE-3218,NO,1,0,0,0,0,0,0
GENE-3219,NO,1,0,0,0,0,0,0
GENE-3220,NO,1,0,0,0,0,0,0
GENE-3221,NO,1,0,0,0,0,0,0
GENE-3222,NO,1,0,0,0,0,0,0
GENE-3223,NO,1,2,0,0,0,0,0
GENE-3224,NO,1,0,0,0,0,0,0
GENE-3225,NO,1,0,0,0,0,0,0
GENE-3226,NO,1,14,18,15,18,11,12
GENE-3227,NO,1,0,0,0,0,0,0
GENE-3228,NO,1,0,0,0,0,0,0
GENE-3229,NO,1,0,0,0,0,0,0
GENE-3230,NO,1,0,0,0,0,0,0
GENE-3231,NO,1,0,0,0,0,0,0
GENE-3232,NO,1,12,17,22,12,33,11
GENE-3233,NO,1,0,0,0,0,0,0
GENE-3234,NO,1,0,0,0,0,0,0
GENE-3235,YES,1,0,0,0,0,0,0
GENE-3236,NO,1,0,0,0,0,0,0
GENE-3237,NO,1,0,0,0,0,0,0
GENE-3238,NO,1,58,50,66,116,61,85
GENE-3239,NO,1,0,0,2,0,1,1
GENE-3240,NO,1,0,0,0,0,0,0
GENE-3241,NO,1,0,0,0,0,0,0
GENE-3242,NO,1,0,0,0,0,0,0
GENE-3243,NO,1,0,0,0,0,0,0
GENE-3244,NO,1,0,0,0,0,0,0
GENE-3245,NO,1,0,0,0,0,0,0
GENE-3246,NO,1,0,0,0,0,0,0
GENE-3247,NO,1,1,0,0,0,1,1
GENE-3248,NO,1,0,0,2,0,0,0
GENE-3249,NO,1,6,4,2,8,3,3
GENE-3250,NO,1,47,39,64,29,54,63
GENE-3251,NO,1,79,56,95,83,51,69
GENE-3252,NO,1,138,112,67,82,101,56
GENE-3253,NO,1,0,0,0,0,0,0
GENE-3254,NO,1,2,0,3,1,0,1
GENE-3255,NO,1,29,20,21,13,3,7
GENE-3256,NO,1,0,0,0,0,0,0
GENE-3257,NO,1,0,0,0,0,0,0
GENE-3258,NO,1,0,0,0,0,0,0
GENE-3259,NO,1,0,0,0,0,0,0
GENE-3260,NO,1,0,0,0,0,0,0
GENE-3261,NO,1,0,0,0,0,0,0
GENE-3262,NO,1,30,19,19,22,36,25
GENE-3263,YES,1,0,0,0,0,0,0
GENE-3264,NO,1,0,0,0,0,0,0
GENE-3265,NO,1,0,0,0,0,0,0
GENE-3266,NO,1,0,0,0,0,0,0
GENE-3267,NO,1,61,66,68,43,88,78
GENE-3268,NO,1,0,0,0,0,0,0
GENE-3269,NO,1,0,0,0,0,0,0
GENE-3270,NO,1,0,0,0,0,0,0
GENE-3271,NO,1,1,3,1,4,1,1
GENE-3272,NO,1,0,0,0,0,0,0
GENE-3273,NO,1,7,6,5,5,2,3
GENE-3274,NO,1,0,0,0,0,0,0
GENE-3275,NO,1,22,18,26,20,24,15
GENE-3276,NO,1,0,0,0,0,0,0
GENE-3277,NO,1,270,227,183,250,269,238
GENE-3278,NO,1,0,0,0,0,0,0
GENE-3279,NO,1,2,0,2,0,1,0
GENE-3280,NO,1,29,34,49,40,37,24
GENE-3281,NO,1,0,0,0,0,0,0
GENE-3282,NO,1,0,0,0,0,0,0
GENE-3283,NO,1,53,38,48,51,47,48
GENE-3284,NO,1,120,135,117,87,85,111
GENE-3285,NO,1,0,0,0,0,0,0
GENE-3286,YES,1,0,0,0,0,0,0
GENE-3287,NO,1,0,0,0,0,0,1
GENE-3288,NO,1,0,0,0,0,0,0
GENE-3289,NO,1,229,248,224,239,236,239
GENE-3290,NO,1,0,0,0,0,0,0
GENE-3291,NO,1,0,0,0,0,0,0
GENE-3292,NO,1,2,3,1,2,0,1
GENE-3293,NO,1,36,39,48,55,53,35
GENE-3294,NO,1,0,0,0,0,0,0
GENE-3295,NO,1,0,0,0,0,0,0
GENE-3296,NO,1,0,0,0,0,0,0
GENE-3297,NO,1,84,52,107,79,146,91
GENE-3298,NO,1,0,0,0,0,0,0
GENE-3299,NO,1,180,165,212,138,184,205
GENE-3300,NO,1,0,0,0,0,0,0
GENE-3301,NO,1,0,0,0,0,0,0
GENE-3302,NO,1,0,0,1,3,1,0
GENE-3303,NO,1,0,0,0,0,0,0
GENE-3304,NO,1,0,0,0,0,0,0
GENE-3305,NO,1,0,0,0,0,0,0
GENE-3306,NO,1,0,0,0,0,0,0
GENE-3307,NO,1,0,0,0,0,0,0
GENE-3308,NO,1,244,281,334,320,277,192
GENE-3309,NO,1,318,377,280,282,353,229
GENE-3310,NO,1,0,0,0,0,0,0
GENE-3311,NO,1,0,0,0,0,0,0
GENE-3312,NO,1,13,8,8,17,4,14
GENE-3313,NO,1,8,11,24,26,18,34
GENE-3314,NO,1,0,0,0,0,0,0
GENE-3315,NO,1,5,1,3,1,1,5
GENE-3316,NO,1,0,0,0,0,0,0
GENE-3317,NO,1,0,0,0,0,0,0
GENE-3318,YES,1,0,0,0,0,0,0
GENE-3319,NO,1,0,0,0,0,0,0
GENE-3320,NO,1,797,859,790,789,834,722
GENE-3321,NO,1,0,0,0,0,0,0
GENE-3322,NO,1,0,0,0,0,0,0
GENE-3323,NO,1,0,0,0,0,0,0
GENE-3324,NO,1,1,0,4,2,2,1
GENE-3325,NO,1,0,0,0,0,0,0
GENE-3326,NO,1,0,0,0,0,0,0
GENE-3327,NO,1,0,0,0,0,0,0
GENE-3328,NO,1,3,1,0,7,6,6
GENE-3329,NO,1,0,0,0,0,0,0
GENE-3330,NO,1,21,18,13,18,23,15
GENE-3331,NO,1,3,1,0,0,0,0
GENE-3332,NO,1,813,522,367,512,253,731
GENE-3333,NO,1,0,0,0,0,0,0
GENE-3334,NO,1,5906,6595,7776,8026,5616,8059
GENE-3335,NO,1,1,5,2,6,1,7
GENE-3336,NO,1,0,0,0,0,0,0
GENE-3337,NO,1,24,26,57,33,45,29
GENE-3338,NO,1,0,0,0,0,0,0
GENE-3339,NO,1,74,60,82,66,76,23
GENE-3340,NO,1,0,0,0,0,0,0
GENE-3341,NO,1,14,8,11,11,7,10
GENE-3342,NO,1,11,15,15,16,26,12
GENE-3343,NO,1,0,0,0,0,0,0
GENE-3344,NO,1,0,0,0,0,0,0
GENE-3345,NO,1,0,0,0,0,0,0
GENE-3346,NO,1,0,0,0,0,0,0
GENE-3347,NO,1,0,0,0,0,0,0
GENE-3348,NO,1,0,0,0,0,0,0
GENE-3349,NO,1,1906,818,1317,1879,1796,1661
GENE-3350,NO,1,0,0,0,0,0,0
GENE-3351,NO,1,0,0,1,0,0,1
GENE-3352,NO,1,0,0,0,0,0,0
GENE-3353,NO,1,1372,1786,1367,1495,923,1777
GENE-3354,NO,1,763,641,656,727,724,795
GENE-3355,NO,1,27,72,57,33,35,49
GENE-3356,NO,1,0,0,0,0,0,0
GENE-3357,NO,1,16,11,15,14,9,16
GENE-3358,NO,1,0,0,0,0,0,0
GENE-3359,NO,1,0,0,0,0,0,0
GENE-3360,NO,1,37,144,86,74,67,67
GENE-3361,NO,1,0,0,0,0,0,0
GENE-3362,NO,1,3,4,0,1,2,2
GENE-3363,NO,1,0,0,0,0,0,0
GENE-3364,NO,1,0,0,0,0,0,0
GENE-3365,NO,1,0,0,0,0,0,0
GENE-3366,NO,1,0,0,0,0,0,0
GENE-3367,NO,1,155,155,95,62,148,128
GENE-3368,NO,1,0,0,0,0,0,0
GENE-3369,NO,1,0,0,0,0,0,0
GENE-3370,NO,1,0,0,0,0,0,0
GENE-3371,NO,1,40,68,59,36,26,44
GENE-3372,NO,1,0,0,0,0,0,0
GENE-3373,NO,1,148,151,159,226,146,119
GENE-3374,NO,1,202,265,292,181,207,264
GENE-3375,NO,1,0,0,0,0,0,0
GENE-3376,NO,1,0,0,0,0,0,0
GENE-3377,NO,1,0,0,0,0,0,0
GENE-3378,NO,1,0,0,0,0,0,0
GENE-3379,NO,1,0,0,0,0,0,0
GENE-3380,NO,1,0,0,0,0,0,0
GENE-3381,YES,1,0,0,0,0,0,0
GENE-3382,NO,1,0,0,0,0,0,0
GENE-3383,NO,1,0,0,0,0,0,0
GENE-3384,NO,1,1639,1526,1506,1448,1471,1463
GENE-3385,NO,1,0,0,0,0,0,0
GENE-3386,NO,1,0,0,0,0,0,0
GENE-3387,NO,1,9,19,7,13,5,9
GENE-3388,NO,1,0,0,0,0,0,0
GENE-3389,NO,1,22,20,38,46,71,48
GENE-3390,NO,1,3576,3282,4613,3384,2873,2696
GENE-3391,YES,1,0,0,0,0,0,0
GENE-3392,NO,1,6,5,2,4,3,0
GENE-3393,NO,1,0,0,0,0,0,0
GENE-3395,NO,1,369,399,843,544,440,410
GENE-3396,NO,1,0,0,0,0,0,0
GENE-3397,NO,1,0,0,0,0,0,0
GENE-3398,NO,1,0,0,0,0,0,0
GENE-3399,NO,1,1335,1392,1413,1153,1259,1326
GENE-3400,NO,1,37,54,48,63,50,52
GENE-3401,NO,1,0,0,0,0,0,0
GENE-3402,NO,1,0,0,0,0,0,0
GENE-3403,NO,1,0,0,0,0,0,0
GENE-3404,NO,1,0,0,0,1,0,0
GENE-3405,NO,1,1539,249,24,400,504,628
GENE-3406,NO,1,1,0,1,4,1,11
GENE-3407,NO,1,0,0,0,0,0,0
GENE-3408,NO,1,3,0,0,0,3,0
GENE-3409,NO,1,1339,1298,2270,1834,1170,1460
GENE-3411,NO,1,0,0,0,0,0,0
GENE-3412,NO,1,14,11,6,10,13,15
GENE-3413,NO,1,2,2,7,4,6,2
GENE-3414,YES,1,0,0,0,0,0,0
GENE-3415,NO,1,392,160,238,234,284,176
GENE-3416,NO,1,38,38,39,33,25,26
GENE-3417,NO,1,0,0,0,0,0,0
GENE-3418,NO,1,0,0,0,0,0,0
GENE-3419,NO,1,49,28,36,31,35,19
GENE-3420,NO,1,0,0,0,0,0,0
GENE-3421,NO,1,0,0,0,0,0,0
GENE-3422,NO,1,172,171,148,166,195,180
GENE-3423,YES,1,0,0,0,0,0,0
GENE-3424,NO,1,0,0,0,0,2,0
GENE-3425,NO,1,0,0,0,0,0,0
GENE-3426,NO,1,0,0,0,0,0,0
GENE-3427,NO,1,59,63,57,69,62,47
GENE-3428,NO,1,1,3,0,3,2,1
GENE-3429,NO,1,0,0,0,0,0,0
GENE-3430,NO,1,0,0,0,0,0,0
GENE-3431,NO,1,0,0,0,0,0,0
GENE-3432,NO,1,0,0,0,0,0,0
GENE-3433,NO,1,1509,4051,3327,3713,4397,1917
GENE-3434,NO,1,1210,829,796,899,824,701
GENE-3435,NO,1,128,91,106,120,83,142
GENE-3436,NO,1,0,0,0,0,0,0
GENE-3437,NO,1,0,0,0,2,0,0
GENE-3438,NO,1,0,0,0,0,0,0
GENE-3439,NO,1,0,0,0,0,0,0
GENE-3440,NO,1,0,0,0,0,0,0
GENE-3441,NO,1,0,0,1,0,0,0
GENE-3442,NO,1,4,1,1,2,2,3
GENE-3443,NO,1,0,0,0,0,0,0
GENE-3444,NO,1,337,263,304,279,263,373
GENE-3445,NO,1,15,18,27,22,20,21
GENE-3446,NO,1,0,0,0,0,0,0
GENE-3447,NO,1,0,0,0,0,0,0
GENE-3448,NO,1,0,0,0,0,0,0
GENE-3449,NO,1,33,40,33,23,30,41
GENE-3450,NO,1,0,0,0,0,0,0
GENE-3451,NO,1,0,0,0,0,0,0
GENE-3452,NO,1,0,0,0,0,0,0
GENE-3453,NO,1,0,0,0,0,0,0
GENE-3454,NO,1,73,77,69,60,59,68
GENE-3455,NO,1,117,172,144,154,68,153
GENE-3456,NO,1,109,128,136,115,127,128
GENE-3457,NO,1,2,1,0,1,0,0
GENE-3458,NO,1,0,0,0,0,0,0
GENE-3459,NO,1,0,0,0,0,0,0
GENE-3460,NO,1,0,0,0,0,0,0
GENE-3461,NO,1,0,0,0,0,0,0
GENE-3462,NO,1,5,5,2,7,4,5
GENE-3463,NO,1,0,0,0,0,1,0
GENE-3464,NO,1,0,0,0,0,0,0
GENE-3465,NO,1,112,90,113,93,140,83
GENE-3466,NO,1,0,0,0,0,0,0
GENE-3467,NO,1,0,0,0,0,0,0
GENE-3468,NO,1,0,0,0,0,0,0
GENE-3469,NO,1,0,0,0,0,0,0
GENE-3470,NO,1,233,210,231,239,219,228
GENE-3472,NO,1,0,0,0,0,0,0
GENE-3473,NO,1,3,3,0,1,2,2
GENE-3474,NO,1,261,881,138,197,202,623
GENE-3475,NO,1,0,0,0,0,0,0
GENE-3476,NO,1,1264,1855,1243,2003,2427,1030
GENE-3477,NO,1,0,0,0,0,0,0
GENE-3478,NO,1,0,0,0,0,0,0
GENE-3479,NO,1,3,4,5,4,3,5
GENE-3480,NO,1,112,64,74,72,88,95
GENE-3481,NO,1,0,0,0,0,0,0
GENE-3482,NO,1,340,422,383,404,420,490
GENE-3483,NO,1,0,0,0,0,0,0
GENE-3484,NO,1,0,0,0,0,0,0
GENE-3485,NO,1,0,0,0,0,0,0
GENE-3486,NO,1,0,0,0,0,0,0
GENE-3487,NO,1,0,0,0,0,0,0
GENE-3488,YES,1,0,0,0,0,0,0
GENE-3489,NO,1,0,0,0,0,0,0
GENE-3490,YES,1,0,0,0,0,0,0
GENE-3491,NO,1,1,2,2,1,1,5
GENE-3492,NO,1,0,0,0,0,0,0
GENE-3493,NO,1,0,0,0,0,0,0
GENE-3494,NO,1,1,0,0,1,0,6
GENE-3495,NO,1,159,76,104,58,103,137
GENE-3496,NO,1,1430,2883,5329,1902,2030,3610
GENE-3497,NO,1,0,0,0,0,0,0
GENE-3498,NO,1,1,0,0,1,0,0
GENE-3499,NO,1,2,3,1,6,6,6
GENE-3500,NO,1,17,12,12,8,19,12
GENE-3501,NO,1,0,0,3,1,0,0
GENE-3502,NO,1,0,0,0,0,0,0
GENE-3503,NO,1,0,0,0,0,0,0
GENE-3504,NO,1,3,5,0,2,3,2
GENE-3505,NO,1,0,0,0,0,0,0
GENE-3506,NO,1,0,0,0,0,0,0
GENE-3507,NO,1,0,0,0,0,0,0
GENE-3508,NO,1,0,0,0,0,0,0
GENE-3509,NO,1,0,0,0,0,0,0
GENE-3510,NO,1,0,0,0,0,0,0
GENE-3511,NO,1,899,796,720,898,768,866
GENE-3512,NO,1,0,0,0,0,0,0
GENE-3513,NO,1,656,832,514,753,1280,626
GENE-3514,NO,1,0,0,0,0,0,0
GENE-3515,NO,1,875,835,817,738,737,668
GENE-3516,NO,1,590,569,618,734,615,659
GENE-3517,NO,1,2301,1889,2145,2330,2063,2046
GENE-3518,NO,1,0,0,0,0,0,0
GENE-3519,NO,1,8,8,6,10,5,10
GENE-3520,NO,1,6,12,12,12,13,4
GENE-3521,NO,1,0,0,0,0,0,0
GENE-3522,NO,1,36,41,67,36,33,79
GENE-3523,NO,1,3,9,7,14,7,6
GENE-3524,NO,1,0,0,0,0,0,0
GENE-3525,YES,1,0,0,0,0,0,0
GENE-3526,NO,1,349,285,416,215,250,223
GENE-3527,NO,1,0,0,0,0,0,0
GENE-3528,NO,1,0,0,0,0,0,0
GENE-3529,NO,1,0,0,0,0,0,0
GENE-3530,NO,1,0,0,0,1,0,0
GENE-3531,NO,1,0,0,0,0,0,0
GENE-3532,NO,1,0,0,0,0,0,0
GENE-3533,NO,1,0,1,1,0,1,2
GENE-3534,NO,1,1,1,0,0,2,1
GENE-3535,NO,1,68,54,49,58,48,63
GENE-3536,NO,1,0,0,0,0,0,0
GENE-3537,NO,1,0,0,0,0,0,0
GENE-3538,NO,1,0,0,0,0,0,0
GENE-3539,NO,1,0,0,0,0,0,0
GENE-3540,NO,1,110,168,96,120,79,188
GENE-3541,NO,1,1034,314,420,388,315,440
GENE-3542,NO,1,0,0,0,0,0,0
GENE-3543,NO,1,0,0,0,0,0,0
GENE-3544,NO,1,0,0,0,0,0,0
GENE-3545,NO,1,24,20,15,10,25,6
GENE-3546,NO,1,1903,1983,927,865,1364,1252
GENE-3547,NO,1,0,0,0,0,0,0
GENE-3548,NO,1,0,0,0,0,0,0
GENE-3549,NO,1,0,0,0,0,0,0
GENE-3550,NO,1,0,0,0,0,0,0
GENE-3551,NO,1,0,0,0,0,0,0
GENE-3552,NO,1,0,0,0,0,0,0
GENE-3553,NO,1,0,0,0,0,0,0
GENE-3554,NO,1,4,1,2,0,2,5
GENE-3555,NO,1,0,0,0,0,0,0
GENE-3556,YES,1,0,0,0,0,0,0
GENE-3557,NO,1,0,0,0,0,0,0
GENE-3558,NO,1,0,0,0,0,0,0
GENE-3559,NO,1,0,0,0,0,0,0
GENE-3560,NO,1,0,0,0,0,0,0
GENE-3561,NO,1,230,361,190,313,154,263
GENE-3562,NO,1,0,0,0,0,0,0
GENE-3563,NO,1,0,0,0,0,0,0
GENE-3564,NO,1,0,0,0,0,0,0
GENE-3565,NO,1,1,0,2,2,0,1
GENE-3566,NO,1,26,22,23,22,27,23
GENE-3567,NO,1,0,0,0,0,0,0
GENE-3568,NO,1,0,5,8,19,4,4
GENE-3569,NO,1,343,454,383,300,352,373
GENE-3570,NO,1,0,0,0,0,0,0
GENE-3571,NO,1,9,13,7,4,11,5
GENE-3572,NO,1,1,2,1,1,4,3
GENE-3573,NO,1,0,0,0,0,0,0
GENE-3574,NO,1,78,58,50,46,25,51
GENE-3575,NO,1,0,0,0,0,0,0
GENE-3576,YES,1,0,0,0,0,0,0
GENE-3577,NO,1,0,0,0,0,0,0
GENE-3578,NO,1,11,1,5,4,5,9
GENE-3579,NO,1,0,0,0,0,0,0
GENE-3580,NO,1,5,0,3,0,1,3
GENE-3581,NO,1,0,0,0,0,0,0
GENE-3582,NO,1,3,1,5,3,1,3
GENE-3583,NO,1,0,0,0,0,0,0
GENE-3584,NO,1,0,0,0,0,0,0
GENE-3585,NO,1,0,0,0,0,0,0
GENE-3586,NO,1,0,0,0,0,0,0
GENE-3587,NO,1,3,7,1,1,4,3
GENE-3588,NO,1,0,0,0,0,0,0
GENE-3589,NO,1,0,0,0,0,0,0
GENE-3590,NO,1,0,0,0,0,0,0
GENE-3591,NO,1,8,4,10,4,3,4
GENE-3592,NO,1,0,0,0,0,0,0
GENE-3594,NO,1,0,0,0,0,0,0
GENE-3595,NO,1,10,5,8,2,3,6
GENE-3596,NO,1,0,0,0,0,0,0
GENE-3597,NO,1,0,0,0,0,0,0
GENE-3598,NO,1,1063,1157,1353,1245,1229,1567
GENE-3599,NO,1,0,0,0,0,0,0
GENE-3600,NO,1,0,0,0,0,0,0
GENE-3601,NO,1,0,0,0,0,0,0
GENE-3602,NO,1,0,0,0,0,0,0
GENE-3603,NO,1,119,236,255,225,71,160
GENE-3604,NO,1,0,0,0,0,0,0
GENE-3605,NO,1,0,0,0,0,0,0
GENE-3606,NO,1,0,0,0,0,0,0
GENE-3607,NO,1,0,0,0,0,0,0
GENE-3608,NO,1,0,0,0,0,0,0
GENE-3609,NO,1,3,1,1,1,1,0
GENE-3610,NO,1,0,0,0,0,0,0
GENE-3611,YES,1,0,0,0,0,0,0
GENE-3612,NO,1,0,0,0,0,0,0
GENE-3613,NO,1,0,0,0,0,0,0
GENE-3614,YES,1,0,0,0,0,0,0
GENE-3615,NO,1,0,0,0,0,0,0
GENE-3616,NO,1,43,40,52,48,48,31
GENE-3617,NO,1,0,0,0,0,0,0
GENE-3618,NO,1,0,0,0,0,0,0
GENE-3619,NO,1,0,0,0,0,0,0
GENE-3620,NO,1,0,0,0,0,0,0
GENE-3621,NO,1,0,0,0,0,0,0
GENE-3622,NO,1,0,0,0,0,0,0
GENE-3623,NO,1,0,0,0,0,0,0
GENE-3624,NO,1,0,0,0,0,0,0
GENE-3625,NO,1,0,0,0,0,0,0
GENE-3626,NO,1,74,77,94,60,91,91
GENE-3627,NO,1,0,0,0,0,0,0
GENE-3628,NO,1,0,0,0,0,0,0
GENE-3629,NO,1,0,0,0,0,0,0
GENE-3630,NO,1,144,115,133,155,136,124
GENE-3631,NO,1,0,0,0,0,0,0
GENE-3632,NO,1,151,188,164,197,158,194
GENE-3633,NO,1,0,0,0,0,0,0
GENE-3634,NO,1,0,0,0,0,0,0
GENE-3635,NO,1,0,0,0,0,0,0
GENE-3636,NO,1,169,189,132,130,109,240
GENE-3637,NO,1,0,0,0,0,0,0
GENE-3638,NO,1,0,0,0,0,0,0
GENE-3639,NO,1,1,1,1,3,5,1
GENE-3640,NO,1,0,0,0,0,0,0
GENE-3641,NO,1,0,0,0,0,0,0
GENE-3642,NO,1,190,118,118,259,155,145
GENE-3643,NO,1,38,52,32,39,38,36
GENE-3644,NO,1,0,0,0,0,0,0
GENE-3645,YES,1,0,0,0,0,0,0
GENE-3646,NO,1,54,90,60,73,103,74
GENE-3647,NO,1,0,0,0,0,0,0
GENE-3648,NO,1,0,0,0,0,0,0
GENE-3649,NO,1,2,0,0,0,0,0
GENE-3650,NO,1,1337,2249,2367,1001,2099,2199
GENE-3651,NO,1,69,101,115,50,86,98
GENE-3652,NO,1,0,0,0,0,0,0
GENE-3653,NO,1,791,825,751,953,573,1333
GENE-3654,NO,1,294,227,242,297,305,194
GENE-3655,NO,1,0,0,0,0,0,0
GENE-3656,NO,1,45,51,51,32,50,45
GENE-3657,NO,1,0,0,0,0,0,0
GENE-3658,NO,1,0,0,0,0,0,0
GENE-3659,NO,1,53,112,72,54,48,45
GENE-3660,NO,1,266,336,348,280,254,238
GENE-3661,NO,1,0,0,0,0,0,0
GENE-3662,NO,1,6,1,13,7,19,3
GENE-3663,NO,1,0,0,0,0,0,0
GENE-3664,NO,1,0,0,0,0,0,0
GENE-3665,NO,1,73,53,99,33,50,54
GENE-3666,NO,1,0,0,0,0,0,0
GENE-3667,NO,1,0,0,0,0,0,0
GENE-3668,NO,1,0,0,0,0,0,0
GENE-3669,YES,1,0,0,0,0,0,0
GENE-3670,NO,1,0,0,0,0,0,0
GENE-3671,NO,1,89,93,79,72,76,85
GENE-3672,NO,1,0,0,0,0,0,0
GENE-3673,NO,1,5,9,5,9,4,8
GENE-3674,NO,1,0,0,0,0,0,0
GENE-3675,NO,1,0,0,0,0,0,0
GENE-3676,NO,1,0,0,0,0,0,0
